,total_cup_points,species,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,altitude_mean_meters,cupper_points,color,country_code
1253,77.33,Arabica,Bourbon,Brazil,Natural / Dry,2018,7.5,7.33,7.42,7.58,7.58,6.92,8,8,10,0,890,7,Green,76
1254,77.33,Arabica,Other,Guatemala,Washed / Wet,2014,7.33,7,6.83,7.17,7.17,7.17,9.33,9.33,9.33,0.1,1219.2,6.67,Green,320
1255,77.33,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7,6.67,7,6.92,6.92,9.33,9.33,10,0.15,1500,6.83,Green,484
1256,77.25,Arabica,Typica,Haiti,Washed / Wet,2013,6.83,6.83,6.83,6.75,6.92,6.92,9.33,10,10,0.1,825,6.83,Green,332
1258,77.17,Arabica,Other,Mexico,Washed / Wet,2012,7.08,7,7,7.25,7.33,7.25,8.67,8.67,10,0.12,1200,6.92,Green,484
1259,77.00,Arabica,Caturra,Peru,Washed / Wet,2014,7.42,7.75,7.42,7.67,7.92,7.83,8.67,5.33,9.33,0,1200,7.67,Green,604
1260,76.83,Arabica,Caturra,India,Natural / Dry,2016,7.67,7.33,7.17,6.67,7.17,7.42,9.33,10,6.67,0,1200,7.42,Green,356
1261,76.75,Arabica,Typica,Mexico,Washed / Wet,2009,6.67,6.33,6.42,6.83,7,6.92,10,10,10,0,1200,6.58,Green,484
1262,76.50,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.42,6.5,6.5,7.33,6.33,6.92,10,10,10,0.12,1200,6.5,Green,320
1263,76.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,6.58,6.58,7,7.25,6.58,9.33,9.33,10,0.13,1100,6.58,Green,484
1264,76.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.5,7,6.83,7.5,7.17,7.33,8.67,8.67,8.67,0.11,1310.64,7,Green,320
1265,76.33,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.17,6.5,6.5,7.17,7,6.83,10,10,10,0.11,1200,6.17,Green,320
1268,76.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7,6.83,7.08,6.92,6.83,7.33,10,10,0.16,1400,6.75,Green,484
1269,76.17,Arabica,Other,Indonesia,Natural / Dry,2011,7.33,7,6.5,6.08,7.58,6.33,9.33,10,9.33,0.12,3500,6.67,Green,360
1270,76.08,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.08,6.83,6.83,7.17,7.17,7.08,10,7.33,10,0.12,1250,6.58,Green,484
1271,76.00,Arabica,Others,Honduras,Natural / Dry,2014,6.83,6.83,6.67,6.83,7,6.83,9.33,8.67,10,0.11,1350,7,Green,340
1272,75.83,Arabica,Caturra,Philippines,Washed / Wet,2012,6.83,6.5,6.5,6.92,6.75,7,9.33,10,9.33,0.12,1000,6.67,Green,608
1273,75.67,Arabica,Caturra,Brazil,Natural / Dry,2018,7.17,7,6.83,7.5,7.17,7,8,8,10,0.11,1200,7,Green,76
1274,75.58,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.92,7.58,7.17,7.58,7.33,7.17,8,8,8,0.11,1310.64,6.83,Green,320
1275,75.58,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.67,6.5,6.33,7,7.17,6.75,8.67,10,10,0.12,1200,6.5,Green,320
1276,75.50,Arabica,Others,Mexico,Washed / Wet,2012,7.5,7.25,6.92,7,7.17,6.83,8,8,10,0.11,1100,6.83,Green,484
1277,75.17,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.17,6.92,6.67,6.83,7.25,7.75,10,6,10,0.11,1200,6.58,Green,484
1278,75.17,Arabica,Other,Mexico,Washed / Wet,2012,7.25,6.83,6.67,7.08,7.17,6.83,10,6.67,10,0.12,1100,6.67,Green,484
1279,75.17,Arabica,Typica,Mexico,Washed / Wet,2012,7.17,7.17,6.83,7.17,7.42,6.67,8.67,7.33,10,0.13,1280,6.75,Bluish-Green,484
1280,75.00,Arabica,Typica,Mexico,Washed / Wet,2012,7,6.92,6.75,6.92,7.17,6.83,10,6.67,10,0.14,850,6.75,Green,484
1281,74.92,Arabica,Typica,Mexico,Washed / Wet,2012,7.08,6.75,6.58,7,7,6.75,8.67,8.67,10,0.17,1500,6.42,Green,484
1282,74.83,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,6.75,6.67,7.25,7.5,7,10,5.33,10,0.12,1250,7,Green,484
1283,74.75,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.75,6.5,6.17,7,7.25,6.75,8,10,10,0.11,1200,6.33,Green,320
1284,74.75,Arabica,Bourbon,Guatemala,Washed / Wet,2012,6.75,6.67,6.17,7.17,7,6.58,8,10,10,0.11,1200,6.42,Green,320
1285,74.67,Arabica,Typica,Mexico,Washed / Wet,2013,7.08,7,6.83,7.5,7.33,6.83,8,7.33,10,0.12,1700,6.75,Green,484
1287,74.33,Arabica,Bourbon,Guatemala,Washed / Wet,2013,6.5,6.33,6.5,7.5,7.33,6.83,8.67,10,8.67,0.11,1310.64,6,Green,320
1288,74.33,Arabica,Typica,Mexico,Washed / Wet,2012,7,6.58,6.67,6.83,7.08,6.83,10,6.67,10,0.14,1140,6.67,Green,484
1289,74.00,Arabica,Typica,Mexico,Washed / Wet,2012,6.92,6.42,6.17,7.33,7.25,6.75,10,6.67,10,0.13,1200,6.5,Green,484
1290,73.83,Arabica,Typica,Mexico,Washed / Wet,2012,7.67,7,7.17,7.58,7.33,7.33,10,2.67,10,0.12,1250,7.08,Green,484
1292,73.50,Arabica,Caturra,Brazil,Washed / Wet,2016,7.25,6.58,6.58,7,7,6.42,8,8,10,0.11,1200,6.67,Green,76
1293,73.42,Arabica,Others,Honduras,Washed / Wet,2014,7,7.17,6.83,7.17,7,7.17,8,8,8,0.11,1350,7.08,Green,340
1294,72.92,Arabica,Typica,Mexico,Washed / Wet,2014,7.08,7.08,6.92,7.08,6.92,6.92,8,8,8,0,1200,6.92,Green,484
1295,72.83,Arabica,Caturra,Colombia,Natural / Dry,2013,8,7.33,7.75,7.33,7.42,7.67,6.67,6.67,6.67,0,1200,7.33,Bluish-Green,170
1297,72.33,Arabica,Caturra,Haiti,Washed / Wet,2010,6.92,6.75,7.08,7.17,7.33,6.67,10,5.33,8.67,0.08,1020,6.42,Green,332
1298,71.75,Arabica,Caturra,Costa Rica,Washed / Wet,2014,6.33,6.5,6.33,6.83,6.33,6.5,10,6.67,10,0.11,1200,6.25,Green,188
1299,71.08,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,6.92,6.92,6.92,6.92,7.17,7,10,2.67,10,0.12,800,6.58,Green,484
1300,71.00,Arabica,Bourbon,Mexico,Washed / Wet,2012,6.5,6.67,6.42,7.17,7.33,6.5,8,6,10,0.11,1800,6.42,Green,484
1301,70.75,Arabica,Typica,Mexico,Washed / Wet,2014,6.92,7,6.83,6.92,7.42,6.92,6,6,10,0.12,1000,6.75,Green,484
1302,70.67,Arabica,Caturra,Brazil,Natural / Dry,2018,7,7,6.83,7,7.33,6.83,6,6,10,0.11,1200,6.67,Green,76
1303,69.33,Arabica,Catuai,Honduras,Washed / Wet,2014,6.67,6.5,6.17,6.67,6.83,6.17,8,8,8,0.1,1450,6.33,Green,340
1304,69.17,Arabica,Catuai,Honduras,Washed / Wet,2014,7,6.17,6.17,6.67,6.5,6.17,8,8,8,0.1,1450,6.5,Green,340
1305,69.17,Arabica,Catuai,Honduras,Washed / Wet,2014,7,6.33,6.17,6.5,6.67,6.17,8,8,8,0.1,1450,6.33,Green,340
1306,68.33,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.08,6.83,6.25,7.42,7.25,6.75,10,0,10,0.11,900,6.75,Green,484
1307,67.92,Arabica,Typica,Haiti,Natural / Dry,2012,6.75,6.58,6.42,6.67,7.08,6.67,9.33,6,6,0.14,350,6.42,Blue-Green,332
1308,63.08,Arabica,Caturra,Nicaragua,Other,2016,7.25,6.58,6.33,6.25,6.42,6.08,6,6,6,0.13,1100,6.17,Green,558
1309,59.83,Arabica,Catuai,Guatemala,Washed / Wet,2012,7.5,6.67,6.67,7.67,7.33,6.67,8,1.33,1.33,0.1,1417.32,6.67,Green,320
1310,0.00,Arabica,Caturra,Honduras,Washed / Wet,2017,0,0,0,0,0,0,0,0,0,0.12,1400,0,Green,340
1311,83.75,Robusta,Caturra,Uganda,Washed / Wet,2013,7.83,8.08,7.75,7.92,8.25,7.92,10,10,8,0.12,1488,8,Green,800
1312,83.50,Robusta,Caturra,India,Washed / Wet,2017,8,7.75,7.92,8,7.92,7.92,10,10,8,0,3170,8,Green,356
1313,83.25,Robusta,Caturra,India,Washed / Wet,2015,7.92,7.83,7.92,8,7.83,7.92,10,10,7.83,0,1000,8,Green,356
1314,83.00,Robusta,Caturra,Uganda,Washed / Wet,2013,8,7.92,7.92,7.75,7.83,7.75,10,10,7.75,0.12,1212,8.08,Green,800
1315,83.00,Robusta,Caturra,Uganda,Washed / Wet,2013,8.33,7.83,7.83,7.75,8.25,7.75,10,10,7.58,0.12,1250,7.67,Green,800
1316,82.75,Robusta,Caturra,India,Washed / Wet,2012,8,7.92,7.67,8,7.75,7.92,10,10,7.75,0,3000,7.75,Green,356
1317,82.58,Robusta,Caturra,India,Washed / Wet,2014,7.67,7.75,7.83,7.83,7.92,7.75,10,10,8,0,750,7.83,Green,356
1318,82.50,Robusta,Caturra,India,Washed / Wet,2017,7.67,7.75,7.83,7.67,7.92,7.83,10,10,7.92,0.1,3140,7.92,Bluish-Green,356
1319,82.50,Robusta,Other,India,Washed / Wet,2015,7.67,7.75,7.58,7.83,7.83,8,10,10,7.92,0.09,1000,7.92,Green,356
1320,82.42,Robusta,Caturra,Uganda,Washed / Wet,2014,7.67,7.83,7.83,7.83,7.92,7.75,10,10,7.75,0.12,1100,7.83,Green,800
1321,81.75,Robusta,Caturra,Uganda,Washed / Wet,2014,7.58,7.92,7.75,7.83,7.5,7.67,10,10,7.67,0.12,1095,7.83,Green,800
1322,81.58,Robusta,Other,India,Natural / Dry,2015,7.67,7.83,7.75,7.5,7.75,7.58,10,10,7.75,0.11,1000,7.75,Green,356
1323,81.58,Robusta,Caturra,India,Washed / Wet,2014,7.58,7.58,7.67,7.58,7.67,7.67,10,10,7.5,0,750,8.33,Green,356
1324,81.50,Robusta,Caturra,Uganda,Washed / Wet,2013,8,7.75,7.75,7.58,7.67,7.5,10,10,7.58,0.11,1367,7.67,Green,800
1325,81.50,Robusta,Caturra,Uganda,Washed / Wet,2014,8,7.67,7.75,7.5,7.67,7.58,10,10,7.58,0.12,1488,7.75,Green,800
1326,81.42,Robusta,Caturra,India,Washed / Wet,2015,7.75,7.75,7.67,7.67,7.58,7.58,10,10,7.58,0,1000,7.83,Green,356
1327,81.25,Robusta,Caturra,India,Natural / Dry,2013,7.5,7.5,7.25,7.83,7.67,7.83,10,10,7.83,0.13,750,7.83,Blue-Green,356
1328,80.92,Robusta,Caturra,Uganda,Washed / Wet,2013,7.33,7.58,7.5,7.75,7.75,7.67,10,10,7.75,0.12,1600,7.58,Green,800
1329,80.58,Robusta,Caturra,Uganda,Washed / Wet,2013,7.83,7.58,7.33,7.67,7.5,7.5,10,10,7.75,0.12,1745,7.42,Green,800
1330,80.50,Robusta,Caturra,Uganda,Washed / Wet,2013,7.75,7.42,7.33,7.58,7.67,7.58,10,10,7.67,0.12,1200,7.5,Green,800
1331,80.17,Robusta,Caturra,India,Washed / Wet,2014,7.67,7.67,7.5,7.33,7.58,7.5,10,10,7.42,0,750,7.5,Bluish-Green,356
1332,80.17,Robusta,Caturra,India,Natural / Dry,2013,7.58,7.42,7.42,7.83,7.42,7.5,10,10,7.42,0,750,7.58,Green,356
1333,79.33,Robusta,Others,United States,Natural / Dry,2012,7.92,7.5,7.42,7.42,7.42,7.42,9.33,10,7.58,0,3000,7.33,Green,840
1334,78.75,Robusta,Caturra,Ecuador,Washed / Wet,2016,7.75,7.58,7.33,7.58,5.08,7.83,10,10,7.75,0,1200,7.83,Blue-Green,218
1335,78.08,Robusta,Caturra,Ecuador,Washed / Wet,2016,7.5,7.67,7.75,7.75,5.17,5.25,10,10,8.42,0,40,8.58,Blue-Green,218
1336,77.17,Robusta,Caturra,United States,Natural / Dry,2014,7.33,7.33,7.17,7.42,7.5,7.17,9.33,9.33,7.42,0,795,7.17,Green,840
1337,75.08,Robusta,Caturra,India,Natural / Dry,2013,7.42,6.83,6.75,7.17,7.25,7,9.33,9.33,7.08,0.1,1200,6.92,Green,356
